=0	=0	=0	=0	=0
8	1	0	so	6
=0	=0	=0	=0	=0
2.	.	.	.	1
4.	1	4	ah	6
=1	=1	=1	=1	=1
16	1	2	break	1
16	0	.	it	6
4	1	.	down	5
16	.	.	.	6
16	0	3	to	4
16	1	.	get	6
16	0	.	the	5
8	1	.	dope	6
8.	1	.	sound	3
=2	=2	=2	=2	=2
16	0	3	then	1
16	1	.	hang	6
16	0	.	a-	5
8	1	.	-round	6
16	1	1	with	4
16	0	.	the	6
16	1	.	po-	5
16	0	.	-sse	6
8	1	.	from	3
8	1	.	up-	6
8	1	.	-town	5
=3	=3	=3	=3	=3
16	.	.	.	1
8	1	3	on	6
16	0	.	the	5
4	1	.	ave	6
16	.	.	.	4
16	0	3	they	6
8	1	.	get	5
4	1	.	cash	6
=4	=4	=4	=4	=4
16	.	.	.	1
16	0	3	but	6
8	1	.	I	5
16	1	.	leave	6
16	0	.	it	4
16	0	.	a-	6
8	1	.	-lone	5
16	0	1	cuz	6
16	1	.	I'm	3
16	0	.	a	6
4	1	.	smash	5
=5	=5	=5	=5	=5
16	.	.	.	1
8	1	3	on	6
16	0	.	the	5
8	1	.	mic	6
8.	.	.	.	4
16	0	3	I	6
8	1	.	think	5
16	1	.	di-	6
16	0	.	-ffer-	3
8	1	.	-ently	6
=6	=6	=6	=6	=6
16	.	.	.	1
16	0	3	a	6
16	1	.	from	5
16	0	.	a-	6
16	1	.	-no-	4
16	0	.	-ther	6
8	1	1	or	5
16	1	.	o-	6
16	0	.	-ther	3
8	1	.	M-	6
8	1	.	-C	5
8	1	.	who	6
=7	=7	=7	=7	=7
16	.	.	.	1
8	1	3	in-	6
16	0	.	-ter-	5
8.	1	.	-vene	6
8	1	3	try	4
16	0	.	to	6
8	1	.	just	5
8	1	.	rip	6
8	.	.	.	3
=8	=8	=8	=8	=8
16	.	.	.	1
8	1	3	up	6
16	0	.	the	5
8.	1	.	rob	6
8	1	1	on	4
16	0	.	the	6
8	1	.	sneak	5
8	1	.	tip	6
8	.	.	.	3
=9	=9	=9	=9	=9
16	.	.	.	1
16	0	4	I	6
8	1	.	get	5
4	1	.	mad	6
16	.	.	.	4
16	0	3	they	6
8	1	.	get	5
4	1	.	sad	6
=10	=10	=10	=10	=10
16	.	.	.	1
16	0	3	or	6
16	1	.	ei-	5
16	0	.	-ther	6
8	1	.	rag	4
16	0	.	the	6
8	1	.	had	5
16	0	1	cuz	6
8	1	.	I'm	3
8	1	.	that	6
8	1	.	bad	5
=11	=11	=11	=11	=11
16	.	.	.	1
16	0	4	I'm	6
8	1	.	not	5
16	1	.	fron-	6
8	0	.	-tin'	4
8	.	.	.	6
16	0	3	cuz	5
16	1	.	this	6
16	0	.	is	3
8	1	.	my	6
16	1	.	theo-	5
16	0	.	-ry	6
=12	=12	=12	=12	=12
16	.	.	.	1
16	0	3	you	6
16	1	.	don't	5
16	0	.	be-	6
8	1	.	-lieve	4
8	1	.	me	6
16	.	.	.	5
16	0	3	so	6
8	1	.	just	3
8	1	.	hear	6
8	1	.	me	5
=13	=13	=13	=13	=13
16	.	.	.	1
16	0	3	I	6
8	1	.	rock	5
8	1	.	har-	6
8	0	.	-der	4
16	.	.	.	6
16	0	3	I	5
8	1	.	rock	6
8	1	.	long-	3
8	0	.	-er	6
=14	=14	=14	=14	=14
16	.	.	.	1
16	0	3	I	6
8	1	.	do	5
8	1	.	this	6
16	1	1	cuz	4
16	0	.	I	6
16	1	.	go-	5
16	0	.	-tta	6
8	1	.	get	3
8	1	.	strong-	6
8	0	.	-er	5
=15	=15	=15	=15	=15
16	.	.	.	1
16	0	4	a	6
16	1	.	lo-	5
16	0	.	-tta	6
16	1	.	ra-	4
16	0	.	-ppers	6
8	1	.	rhyme	5
16	1	.	har-	6
8	0	.	-der	3
16	0	1	and	6
